CARD_ID,카테고리,중분류,소분류,실적구간,1회당 할인율,월 할인한도(할인금액기준)
2346,온라인,배달,배달의민족,"[3000000, 5000000]",7.0,5000
2346,온라인,배달,쿠팡이츠,"[3000000, 5000000]",7.0,5000
2346,온라인,배달,요기요,"[3000000, 5000000]",7.0,5000
2346,온라인,배달,배달의민족,"[5000000, 1000000000]",7.0,10000
2346,온라인,배달,쿠팡이츠,"[5000000, 1000000000]",7.0,10000
2346,온라인,배달,요기요,"[5000000, 1000000000]",7.0,10000
2346,온라인,교통,버스,"[1500000, 3000000]",7.0,2500
2346,온라인,교통,지하철,"[1500000, 3000000]",7.0,2500
2346,온라인,교통,버스,"[3000000, 5000000]",7.0,5000
2346,온라인,교통,지하철,"[3000000, 5000000]",7.0,5000
2346,온라인,교통,버스,"[5000000, 1000000000]",7.0,10000
2346,온라인,교통,지하철,"[5000000, 1000000000]",7.0,10000
2346,편의점,편의점,CU,"[1500000, 3000000]",10.0,2500
2346,편의점,편의점,GS25,"[1500000, 3000000]",10.0,2500
2346,편의점,편의점,이마트24,"[1500000, 3000000]",10.0,2500
2346,편의점,편의점,세븐일레븐,"[1500000, 3000000]",10.0,2500
2346,편의점,편의점,CU,"[3000000, 5000000]",10.0,5000
2346,편의점,편의점,GS25,"[3000000, 5000000]",10.0,5000
2346,편의점,편의점,이마트24,"[3000000, 5000000]",10.0,5000
2346,편의점,편의점,세븐일레븐,"[3000000, 5000000]",10.0,5000
2346,편의점,편의점,CU,"[5000000, 1000000000]",10.0,10000
2346,편의점,편의점,GS25,"[5000000, 1000000000]",10.0,10000
2346,편의점,편의점,이마트24,"[5000000, 1000000000]",10.0,10000
2346,편의점,편의점,세븐일레븐,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,쿠팡,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,티몬,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,위메프,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,G마켓,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,옥션,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,11번가,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,SSG.COM,"[1500000, 3000000]",10.0,2500
2346,온라인,온라인,쿠팡,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,티몬,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,위메프,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,G마켓,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,옥션,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,11번가,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,SSG.COM,"[3000000, 5000000]",10.0,5000
2346,온라인,온라인,쿠팡,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,티몬,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,위메프,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,G마켓,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,옥션,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,11번가,"[5000000, 1000000000]",10.0,10000
2346,온라인,온라인,SSG.COM,"[5000000, 1000000000]",10.0,10000
2346,쇼핑,뷰티,올리브영,"[1500000, 3000000]",10.0,2500
2346,쇼핑,뷰티,올리브영,"[3000000, 5000000]",10.0,5000
2346,쇼핑,뷰티,올리브영,"[5000000, 1000000000]",10.0,10000
2346,온라인,통신,SKT,"[1500000, 3000000]",10.0,2500
2346,온라인,통신,KT,"[1500000, 3000000]",10.0,2500
2346,온라인,통신,LGU+,"[1500000, 3000000]",10.0,2500
2346,온라인,통신,SKT,"[3000000, 5000000]",10.0,5000
2346,온라인,통신,KT,"[3000000, 5000000]",10.0,5000
2346,온라인,통신,LGU+,"[3000000, 5000000]",10.0,5000
2346,온라인,통신,SKT,"[5000000, 1000000000]",10.0,10000
2346,온라인,통신,KT,"[5000000, 1000000000]",10.0,10000
2346,온라인,통신,LGU+,"[5000000, 1000000000]",10.0,10000
2346,온라인,스트리밍,넷플릭스,"[1500000, 3000000]",10.0,2500
2346,온라인,스트리밍,유튜브프리미엄,"[1500000, 3000000]",10.0,2500
2346,온라인,스트리밍,멜론,"[1500000, 3000000]",10.0,2500
2346,온라인,스트리밍,지니뮤직,"[1500000, 3000000]",10.0,2500
2346,온라인,스트리밍,넷플릭스,"[3000000, 5000000]",10.0,5000
2346,온라인,스트리밍,유튜브프리미엄,"[3000000, 5000000]",10.0,5000
2346,온라인,스트리밍,멜론,"[3000000, 5000000]",10.0,5000
2346,온라인,스트리밍,지니뮤직,"[3000000, 5000000]",10.0,5000
2346,온라인,스트리밍,넷플릭스,"[5000000, 1000000000]",10.0,10000
2346,온라인,스트리밍,유튜브프리미엄,"[5000000, 1000000000]",10.0,10000
2346,온라인,스트리밍,멜론,"[5000000, 1000000000]",10.0,10000
2346,온라인,스트리밍,지니뮤직,"[5000000, 1000000000]",10.0,10000
