CARD_ID,CARD_NAME,카드사,카테고리,카테고리,소분류,실적구간,1회당 할인율,월 할인한도(할인금액기준)
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,배달의민족,1구간(30~60),7%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,요기요,1구간(30~60),7%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,배달통,1구간(30~60),7%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,배달의민족,2구간(60~90),7%,10000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,요기요,2구간(60~90),7%,10000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,배달통,2구간(60~90),7%,10000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,배달의민족,3구간(90~),7%,15000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,요기요,3구간(90~),7%,15000
45,American Express Blue(아멕스블루),삼성카드,온라인,배달,배달통,3구간(90~),7%,15000
45,American Express Blue(아멕스블루),삼성카드,온라인,스트리밍,넷플릭스,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,스트리밍,웨이브,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,스트리밍,티빙,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,스트리밍,왓챠,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,스트리밍,멜론,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,스트리밍,FLO,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,카페/간식,카페,스타벅스,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,카페/간식,카페,이디야,1구간(30~),20%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,교통,버스,1구간(30~60),5%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,교통,지하철,1구간(30~60),5%,5000
45,American Express Blue(아멕스블루),삼성카드,온라인,교통,버스,2구간(60~90),5%,10000
45,American Express Blue(아멕스블루),삼성카드,온라인,교통,지하철,2구간(60~90),5%,10000
45,American Express Blue(아멕스블루),삼성카드,온라인,교통,버스,3구간(90~),5%,15000
45,American Express Blue(아멕스블루),삼성카드,온라인,교통,지하철,3구간(90~),5%,15000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,삼성페이,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,네이버페이,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,카카오페이,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,PAYCO,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,스마일페이,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,COUPAY,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,SSGPAY,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,온라인,간편결제,L.PAY,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,쇼핑,아울렛,신세계사이먼프리미엄아울렛,1구간(30~),1.50%,30000
45,American Express Blue(아멕스블루),삼성카드,쇼핑,아울렛,현대프리미엄아울렛,1구간(30~),1.50%,30000
2354,NU Uniq,우리카드,온라인,온라인,쿠팡,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,온라인,G마켓,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,온라인,11번가,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,온라인,쿠팡,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,온라인,G마켓,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,온라인,11번가,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,온라인,쿠팡,3구간(120~),1.50%,20000
2354,NU Uniq,우리카드,온라인,온라인,G마켓,3구간(120~),1.50%,20000
2354,NU Uniq,우리카드,온라인,온라인,11번가,3구간(120~),1.50%,20000
2354,NU Uniq,우리카드,생활,주유소,S-OIL,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,생활,주유소,현대오일뱅크,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,생활,주유소,S-OIL,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,생활,주유소,현대오일뱅크,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,생활,주유소,S-OIL,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,생활,주유소,현대오일뱅크,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,온라인,배달,배달의민족,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,배달,B마트,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,배달,쿠팡이츠,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,배달,배달의민족,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,배달,B마트,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,배달,쿠팡이츠,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,배달,배달의민족,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,온라인,배달,B마트,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,온라인,배달,쿠팡이츠,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,쇼핑,대형마트,이마트,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,쇼핑,대형마트,롯데마트,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,쇼핑,대형마트,홈플러스,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,쇼핑,대형마트,이마트,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,쇼핑,대형마트,롯데마트,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,쇼핑,대형마트,홈플러스,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,쇼핑,대형마트,이마트,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,쇼핑,대형마트,롯데마트,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,쇼핑,대형마트,홈플러스,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,온라인,스트리밍,넷플릭스,1구간(40~60),5.00%,10000
2354,NU Uniq,우리카드,온라인,스트리밍,유튜브프리미엄,1구간(40~60),5.00%,10000
2354,NU Uniq,우리카드,온라인,스트리밍,멜론,1구간(40~60),5.00%,10000
2354,NU Uniq,우리카드,온라인,스트리밍,디즈니플러스,1구간(40~60),5.00%,10000
2354,NU Uniq,우리카드,온라인,스트리밍,넷플릭스,2구간(60~120),5.00%,15000
2354,NU Uniq,우리카드,온라인,스트리밍,유튜브프리미엄,2구간(60~120),5.00%,15000
2354,NU Uniq,우리카드,온라인,스트리밍,멜론,2구간(60~120),5.00%,15000
2354,NU Uniq,우리카드,온라인,스트리밍,디즈니플러스,2구간(60~120),5.00%,15000
2354,NU Uniq,우리카드,온라인,스트리밍,넷플릭스,3구간(120~),5.00%,25000
2354,NU Uniq,우리카드,온라인,스트리밍,유튜브프리미엄,3구간(120~),5.00%,25000
2354,NU Uniq,우리카드,온라인,스트리밍,멜론,3구간(120~),5.00%,25000
2354,NU Uniq,우리카드,온라인,스트리밍,디즈니플러스,3구간(120~),5.00%,25000
2354,NU Uniq,우리카드,카페/간식,카페,스타벅스,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,투썸플레이스,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,폴바셋,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,이디야,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,커피빈,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,탐앤탐스,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,카페베네,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,할리스,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,엔제리너스,1구간(40~60),5%,10000
2354,NU Uniq,우리카드,카페/간식,카페,스타벅스,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,투썸플레이스,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,폴바셋,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,이디야,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,커피빈,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,탐앤탐스,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,카페베네,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,할리스,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,엔제리너스,2구간(60~120),5%,15000
2354,NU Uniq,우리카드,카페/간식,카페,스타벅스,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,투썸플레이스,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,폴바셋,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,이디야,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,커피빈,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,탐앤탐스,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,카페베네,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,할리스,3구간(120~),5%,25000
2354,NU Uniq,우리카드,카페/간식,카페,엔제리너스,3구간(120~),5%,25000
2354,NU Uniq,우리카드,온라인,교통,택시,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,교통,버스,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,교통,지하철,1구간(40~60),1.50%,7000
2354,NU Uniq,우리카드,온라인,교통,택시,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,교통,버스,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,교통,지하철,2구간(60~120),1.50%,10000
2354,NU Uniq,우리카드,온라인,교통,택시,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,온라인,교통,버스,3구간(120~),1.50%,12000
2354,NU Uniq,우리카드,온라인,교통,지하철,3구간(120~),1.50%,12000
731,현대카드Z work,현대카드,카페/간식,카페,스타벅스,1구간(40~80),50%,10000
731,현대카드Z work,현대카드,카페/간식,카페,투썸플레이스,1구간(40~80),50%,10000
731,현대카드Z work,현대카드,카페/간식,카페,커피빈,1구간(40~80),50%,10000
731,현대카드Z work,현대카드,카페/간식,카페,폴바셋,1구간(40~80),50%,10000
731,현대카드Z work,현대카드,카페/간식,카페,스타벅스,2구간(80~),50%,15000
731,현대카드Z work,현대카드,카페/간식,카페,투썸플레이스,2구간(80~),50%,15000
731,현대카드Z work,현대카드,카페/간식,카페,커피빈,2구간(80~),50%,15000
731,현대카드Z work,현대카드,카페/간식,카페,폴바셋,2구간(80~),50%,15000
731,현대카드Z work,현대카드,편의점,편의점,GS25,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,편의점,편의점,CU,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,편의점,편의점,세븐일레븐,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,편의점,편의점,이마트24,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,편의점,편의점,GS25,2구간(80~),10%,8000
731,현대카드Z work,현대카드,편의점,편의점,CU,2구간(80~),10%,8000
731,현대카드Z work,현대카드,편의점,편의점,세븐일레븐,2구간(80~),10%,8000
731,현대카드Z work,현대카드,편의점,편의점,이마트24,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,교통,버스,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,교통,지하철,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,교통,택시,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,교통,버스,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,교통,지하철,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,교통,택시,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,네이버페이,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,쿠페이,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,카카오페이,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,스마일페이,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,삼성페이,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,SK페이,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,SSGPAY,1구간(40~80),10%,5000
731,현대카드Z work,현대카드,온라인,간편결제,네이버페이,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,쿠페이,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,카카오페이,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,스마일페이,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,삼성페이,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,SK페이,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,간편결제,SSGPAY,2구간(80~),10%,8000
731,현대카드Z work,현대카드,온라인,통신,SKT,1구간(40~80),7%,5000
731,현대카드Z work,현대카드,온라인,통신,KT,1구간(40~80),7%,5000
731,현대카드Z work,현대카드,온라인,통신,LGU+,1구간(40~80),7%,5000
731,현대카드Z work,현대카드,온라인,통신,SKT,2구간(80~),7%,8000
731,현대카드Z work,현대카드,온라인,통신,KT,2구간(80~),7%,8000
731,현대카드Z work,현대카드,온라인,통신,LGU+,2구간(80~),7%,8000
2346,BC 바로 클리어 플러스,BC 바로카드,식비,일반음식점,,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,식비,패밀리레스토랑,,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,식비,일반음식점,,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,식비,패밀리레스토랑,,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,식비,일반음식점,,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,식비,패밀리레스토랑,,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,배달의민족,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,쿠팡이츠,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,요기요,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,배달의민족,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,쿠팡이츠,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,요기요,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,배달의민족,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,쿠팡이츠,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,배달,요기요,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,교통,버스,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,교통,지하철,1구간(15~30),7%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,교통,버스,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,교통,지하철,2구간(30~50),7%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,교통,버스,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,교통,지하철,3구간(50~),7%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,CU,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,GS25,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,이마트24,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,세븐일레븐,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,CU,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,GS25,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,이마트24,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,세븐일레븐,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,CU,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,GS25,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,이마트24,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,편의점,편의점,세븐일레븐,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,쿠팡,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,티몬,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,위메프,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,G마켓,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,옥션,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,11번가,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,SSG.COM,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,쿠팡,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,티몬,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,위메프,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,G마켓,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,옥션,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,11번가,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,SSG.COM,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,쿠팡,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,티몬,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,위메프,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,G마켓,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,옥션,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,11번가,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,온라인,SSG.COM,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,쇼핑,뷰티,올리브영,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,쇼핑,뷰티,올리브영,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,쇼핑,뷰티,올리브영,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,SKT,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,KT,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,LGU+,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,SKT,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,KT,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,LGU+,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,SKT,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,KT,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,통신,LGU+,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,넷플릭스,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,유튜브프리미엄,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,멜론,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,지니뮤직,1구간(15~30),10%,2500
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,넷플릭스,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,유튜브프리미엄,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,멜론,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,지니뮤직,2구간(30~50),10%,5000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,넷플릭스,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,유튜브프리미엄,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,멜론,3구간(50~),10%,10000
2346,BC 바로 클리어 플러스,BC 바로카드,온라인,스트리밍,지니뮤직,3구간(50~),10%,10000
